Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGRERequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Bachelor of Science in Accounting,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,Required,"For the B.S. degree in Accounting, a minimum of 120 credits is required. Entrance to the major requires a minimum cumulative grade-point average (GPA) and the completion of specific core courses with a grade of C or better, including: Financial and Managerial Accounting (ACCTG 211), Introductory Microeconomic Analysis and Policy (ECON 102), Rhetoric and Composition (ENGL 15 or ENGL 30), Techniques of Calculus I (MATH 110 or MATH 140), and Introduction to Statistics (SCM 200 or STAT 200). First-year applicants must submit a Self-Reported Academic Record (SRAR).",Not Required,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Smeal College of Business,,,,,,,,"Accounting is often called 'the language of business.' It is the primary means of communicating financial information about a business entity to its stakeholders. The Accounting major provides an opportunity for students to learn the concepts, procedures, and analytical skills that are used in the practice of accounting. The curriculum is designed to prepare students for careers in public accounting, corporate accounting, government, and non-profit organizations. The major provides a strong foundation for students who plan to pursue professional certifications such as the CPA (Certified Public Accountant), CMA (Certified Management Accountant), and CIA (Certified Internal Auditor).",,https://bulletins.psu.edu/university-course-descriptions/undergraduate/,"The Smeal College of Business is accredited by AACSB International, the Association to Advance Collegiate Schools of Business.",,,,False,,4.0,3.2,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,59.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Bachelor of Fine Arts in Acting,,,,,Undergraduate,Fall 2026,,,,Required,,,Required,"Entrance to the Acting major is by audition. Enrollment in the B.F.A. Acting program is limited. To be considered for admission, students must first apply to the University by completing the Penn State undergraduate application and also schedule an audition with the School of Theatre. For some programs, a pre-screening is required.",,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,,,College of Arts and Architecture,,,,,,,,"The B.F.A. Acting program is a pre-professional training program intended for students who wish to pursue a career as a professional actor. The curriculum is based on a sequence of courses in acting, movement, and voice and speech. The first two years provide a foundation in various techniques. The final two years are focused on the application of these techniques in both the classroom and the production program. Students are required to take courses in theatre history, dramatic literature, and technical theatre. Admission to the program is by audition. Learning Outcomes: 1. Students will demonstrate the basic principles of the acting process: concentration, imagination, observation, and personalization. 2. Students will demonstrate proficiency in movement for the stage. 3. Students will demonstrate proficiency in voice and speech for the stage. 4. Students will demonstrate professional audition techniques. 5. Students will demonstrate an understanding of dramatic literature, theatre history, and the various technical aspects of theatre production.",,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/acting-bfa/acting-bfa.pdf,The School of Theatre is accredited by the National Association of Schools of Theatre (NAST).,,,,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bachelor of Science in Actuarial Science,,,,,Undergraduate,Fall 2026,,,,,,,Required,"Entrance to Major (ETM) Requirements: For entrance to the Actuarial Science major (ACTSC_BS), students must: (1) meet with an academic adviser and establish a plan of study; (2) have a minimum cumulative grade-point average of 3.20; and (3) complete the following courses with a grade of C or better: ACCTG 211, ECON 102, ENGL 15 or ENGL 30H, MATH 140, MATH 141, and STAT 200.",,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Smeal College of Business,,,,,,,,"Actuarial Science is the study of the financial implications of uncertain future events. Actuaries study how to evaluate and manage financial risk. They use their specialized knowledge of mathematics, statistics, and business to design and manage programs that control risk. The curriculum is designed to prepare students for the professional examinations required for professional status as an actuary.",,https://bulletins.psu.edu/undergraduate/colleges/smeal-business/,The Smeal College of Business is accredited by AACSB International—The Association to Advance Collegiate Schools of Business.,,,,True,,4.0,3.2,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,59.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Bachelor of Arts in Advertising and Public Relations,,,,,Undergraduate,Fall 2026,,,,,,,,"To be eligible for entrance to the Advertising/Public Relations major, a student must: (1) have completed at least 29.1 credits; (2) have a minimum cumulative grade-point average of 2.00; (3) have completed COMM 160 and COMM 180 with a grade of C or better.",,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Donald P. Bellisario College of Communications,,,,,,,"Advertising Option, Public Relations Option","This major is designed to prepare students for careers as advertising or public relations practitioners. Students learn how to create and execute effective advertising and public relations campaigns, and they develop the research, writing, and creative skills necessary for success in these fields. The program offers two options: Advertising and Public Relations. The Advertising option focuses on the creative and strategic aspects of advertising, including copywriting, art direction, and media planning. The Public Relations option focuses on the strategic communication process that builds mutually beneficial relationships between organizations and their publics.",,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/advertising-public-relations-ba/advertising-public-relations-ba_suggestedacademicplantext.pdf,The Donald P. Bellisario College of Communications is accredited by the Accrediting Council on Education in Journalism and Mass Communications (ACEJMC).,,,,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bachelor of Science in Aerospace Engineering,,,,,Undergraduate,,,,,,,Not Required,Required,"To be eligible for entrance to the Aerospace Engineering major, a student must: (1) have completed MATH 140, MATH 141, PHYS 211, and CHEM 110 with a grade of C or better; (2) have completed at least two of the following: EMCH 211, EMCH 212, and/or MATH 220, MATH 230, MATH 231, MATH 250, MATH 251 with a grade of C or better; (3) have earned a minimum cumulative grade-point average of 3.00. This GPA requirement may change each year.",,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,College of Engineering,,,,,,,,"Aerospace engineering is the primary field of engineering concerned with the design, development, testing, and production of aircraft, spacecraft, and related systems and equipment. The field has traditionally been focused on atmospheric and space flight, with two major and overlapping branches: aeronautical engineering and astronautical engineering. Aerospace engineers develop new technologies for use in aviation, defense systems, and space exploration, often specializing in areas such as structural design, guidance, navigation and control, instrumentation and communication, or production methods. They also may specialize in a particular type of aerospace product, such as commercial transports, military fighter jets, helicopters, spacecraft, or missiles and rockets. Aerospace engineers may become experts in aerodynamics, thermodynamics, celestial mechanics, propulsion, acoustics, or guidance and control systems.",,https://bulletins.psu.edu/university-course-descriptions/undergraduate/,"The Bachelor of Science in Aerospace Engineering at University Park is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org, under the General Criteria and the Aerospace and Similarly Named Engineering Programs Program Criteria.",,,,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,Merit-based and Need-based,,,,,,,
,Bachelor of Arts in African American Studies,,,,,Undergraduate,Fall 2026,,"August 1, 2025","November 1, 2025",Not Required,Not Required,Not Required,Required,"First-year applicants to Penn State must submit the following for admission: an application (MyPennState or Common App), the Self-Reported Academic Record (SRAR), and standardized test scores (SAT or ACT) are optional through the Fall 2025 semester. High school unit requirements include: 4 units of English, 3 units of Mathematics, 3 units of Science, 3 units of Social Studies, and 2 units of a World Language.",Not Required,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of the Liberal Arts,"$19,838 - $40,188/Year",,,,,,,"African American Studies is a multidisciplinary field of study that explores the experiences of people of African descent in the United States and throughout the African Diaspora. The Department of African American Studies offers a major and a minor in African American Studies. The major is designed to provide students with a broad and deep understanding of the history, culture, and social and political experiences of African Americans, and of the historical and contemporary relationships between African Americans and other people of African descent. The department's faculty members represent a wide range of disciplines, including history, literature, sociology, political science, and the arts. The major in African American Studies is an excellent foundation for careers in a variety of fields, including education, law, social work, public policy, and the arts. It also provides a strong foundation for graduate study in African American Studies or in any of the disciplines represented by the department's faculty.",,https://apply.psu.edu/register/form?id=83b869b8-cff5-4374-bac6-f6012e7b123c,,,,,False,,4.0,2.0,,89,,,,,,,,,"$19,838 - $40,188/Year",,,,,,,False,False,,,120.0,,,,6.5,,,59.0,,80.0,,,,,,,,,,,,,Merit-based and Need-based,,,,,,,
,Bachelor of Arts in African Studies,,,,,Undergraduate,Fall 2026,,,,,,,Required,"In order to be eligible for entrance to the African Studies major, a student must: have attained at least a 2.00 cumulative grade-point average. For the Bachelor of Arts degree in African Studies, a minimum of 123 credits is required, 24 of which must be at the 400 level.",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of the Liberal Arts,,,,,,,,"The African Studies major is a multidisciplinary program that provides students with a comprehensive understanding of the African continent and its diverse peoples, cultures, and histories. Students explore the complexities of Africa's past and present through various perspectives, including history, political science, sociology, literature, and the arts. The program is designed to develop students' critical thinking, analytical, and cross-cultural communication skills. Graduates are prepared for careers in a wide range of fields, including international development, diplomacy, education, law, public service, and business, as well as for advanced graduate study.",,https://bulletins.psu.edu/university-course-descriptions/undergraduate/,,,,,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Academic-specific, University-wide, Merit-based, and Need-based",,,,,,,
,Bachelor of Science in Agribusiness Management,,,,,Undergraduate,,,,,Not Required,Not Required,,Required,"Entrance to the Agribusiness Management major requires a minimum cumulative grade-point average of 2.00 and the completion of at least 29.1 credits. For first-year admission, applicants must meet the following high school unit requirements: four units of English, three units of mathematics (including algebra, geometry, and trigonometry), three units of science, three units of social studies, and two units of a single world language. Applicants must submit a high school transcript or Self-Reported Academic Record (SRAR).",Not Required,,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,,,,College of Agricultural Sciences,,,,,,,,"Agribusiness Management (AGBM) is a management and business-focused program that applies the principles of economics, business, and management to the food and fiber system. This system includes the industries and organizations involved in the production, processing, distribution, and marketing of food and fiber products. The program provides students with a strong foundation in business and economics, as well as an understanding of the unique characteristics of the food and fiber system. Students learn how to apply economic and management principles to address the challenges facing the food and fiber system, such as food safety, environmental sustainability, and international trade. The program also offers students the opportunity to participate in internships and other experiential learning activities to gain practical experience in the industry.",,https://bulletins.psu.edu/university-course-descriptions/undergraduate/,,,,,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,54.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Bachelor of Science in Agricultural and Biorenewable Systems Management,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"In order to be eligible for entrance to this major, a student must: have attained at least a 2.00 cumulative grade point average. The first two years of the program are designed to provide a sound foundation in the mathematical, physical, and biological sciences. During the third and fourth years, students complete the core requirements and select technical electives in their areas of interest. General undergraduate admission requires a completed application and the Self-Reported Academic Record (SRAR).",Not Required,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Agricultural Sciences,,,,,,,,"The Agricultural and Biorenewable Systems Management (ABSM) major provides students with a solid foundation in the physical and biological sciences and the application of those sciences to management and business in the agricultural and biorenewable systems industries. Students are prepared to solve problems in the production, processing, and marketing of agricultural and biorenewable products. The curriculum is flexible and allows students to choose from a wide variety of technical electives and business courses to tailor the program to their individual interests.",,https://abe.psu.edu/undergraduate/majors,,,,,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,54.0,,80.0,,,,,,,,,,,,,Merit-based and financial need-based,,,,,,,
,Bachelor of Science in Agricultural and Extension Education,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,"To be eligible for admission to the Agricultural and Extension Education major, students must: 1. have completed at least 29 credits; 2. have a cumulative grade point average of at least 2.00; 3. have completed ENGL 15 or ENGL 30; 4. have completed 3 credits of Mathematics (GQ).",,,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,,,,College of Agricultural Sciences,,,,,,,Agricultural Education Option; Leadership and Civic Engagement Option,"The Agricultural and Extension Education major is a multidisciplinary program of study that prepares students for careers in formal and non-formal agricultural education. Students in the Agricultural Education option are prepared for teacher certification in agriculture and related areas in Pennsylvania and other states. They also are prepared for careers in the Cooperative Extension Service, agribusiness, and international agriculture. Students in the Leadership and Civic Engagement option are prepared for careers in non-formal education settings such as extension, non-profit organizations, and leadership and management roles in industry. All students in the major are provided with a broad background in the agricultural sciences and their choice of a minor to complement their program of study.",,https://bulletins.psu.edu/university-course-descriptions/undergraduate/,Accredited by the Council for the Accreditation of Educator Preparation (CAEP).,,,,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,59.0,,80.0,,,,,,,,,,,,,,,,,,,,
