Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
,,,,True,False,False,False,False,,,program,Bachelor of Science in Abolitionism and Social Justice,The official university website for Clarkson University is https://www.clarkson.edu.,,
,,,,,,,,,,,error,Bachelor of Science in Aerospace Engineering,The official university website for Clarkson University is https://www.clarkson.edu.,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in American Politics,The official university website for Clarkson University is https://www.clarkson.edu.,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,True,False,False,False,False,,,program,Bachelor of Science in Anthropology,The official university website for Clarkson University is https://www.clarkson.edu.,,
Not Required,Not Required,"To apply for admission to Clarkson as a first-year student, you will need to submit the following: A completed application using the Clarkson Application or the Common Application; An official high school transcript; At least one letter of recommendation; A personal essay.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Applied Mathematics and Statistics,The official university website for Clarkson University is https://www.clarkson.edu.,,
,,,,,,,,,,,error,Bachelor of Science in Architectural and Facilities Engineering,The official university website for Clarkson University is https://www.clarkson.edu.,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"To apply to Clarkson, you'll need to submit the following: Common Application or Clarkson Application; High School Transcript; One Letter of Recommendation (from your school counselor or a teacher from a core academic subject); Standardized Test Scores (Optional) - Clarkson University is test-optional for most applicants. If you choose to submit scores, we will accept either the SAT or ACT. We will superscore both tests; Essay - Your application essay helps us get to know you better. Please submit one with your application.",Not Required,True,True,True,False,False,,,program,"Bachelor of Science in Arts, Culture and Technology",The official university website for Clarkson University is https://www.clarkson.edu.,,
Not Required,Required,"To apply for admission, you'll need to submit an application (either the Common Application or the Clarkson Application), your official high school transcript, and one letter of recommendation. International students may have additional requirements, like proof of English proficiency.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biology,The official university website for Clarkson University is https://www.clarkson.edu.,,
,,,,,,,,,,,error,Bachelor of Science in Biomolecular Science,The official university website for Clarkson University is https://www.clarkson.edu.,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Business Administration,The official university website for Clarkson University is https://www.clarkson.edu.,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
