Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Not Required,"The W. P. Carey School of Business has higher admission standards than university admission standards. First-year students are invited to the W. P. Carey School of Business on a competitive, space-available basis. Admission is based on academic achievement in high school.

To be considered for admission to the W. P. Carey School of Business, first-year students must meet the following criteria:

- rank in the top 25% of their high school class OR
- have a 3.00 or higher cumulative GPA (4.00 = ""A"") OR
- have a 25 or higher ACT score OR
- have a 1230 or higher SAT Reasoning score (critical reading and math only)

Transfer students must have a 3.00 or higher cumulative GPA in all transfer coursework (4.00 = ""A"") and must have completed 24 or more transferable credit hours post-high school.",Not Required,True,False,False,False,False,,,program,"Accountancy, BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
Not Required,Not Required,"All students are required to meet general university admission requirements. In addition, new students must meet the following requirements: minimum 1140 SAT combined evidence-based reading and writing plus math score or 22 ACT combined score or 3.00 minimum GPA in ASU competency courses or class ranking in top 25% of high school class. English language proficiency (TOEFL, IELTS, etc.) may be required.",Not Required,True,False,True,False,False,22.0,1140.0,program,"Actuarial Science, BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
Not Required,Not Required,"All students are required to meet general university admission requirements. To be considered for admission, applicants must have successfully completed ASU's competency requirements and meet at least one of the aptitude requirements.

Competency requirements include:
- English (4 years)
- Math (4 years)
- Laboratory Science (3 years)
- Social Science (2 years)
- Second Language (2 years)
- Fine Arts or Career and Technical Education (1 year)

Aptitude requirements (meet at least one):
- Be in the top 25% of your high school graduating class.
- Have a 3.00 or higher GPA (on a 4.00 scale) in your competency courses.
- Have an ACT score of 22 or higher (24 for nonresidents).
- Have an SAT score of 1120 or higher (1180 for nonresidents).",Not Required,True,False,True,False,False,,,program,"Aeronautical Management Technology (Air Traffic Management), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
Not Required,Not Required,"First-year applicants must meet ASU's general university admission requirements, which include completion of the following high school competency requirements:

Four years of English (composition and literature)
Four years of math (one year each of algebra I, geometry, algebra II and an advanced math class for which algebra II is a prerequisite)
Three years of lab science (one year each from biology, chemistry, earth science or physics)
Two years of social science (including one year of American history)
Two years of the same second language
One year of fine arts or career and technical education

In addition to the competency requirements, you will need to meet at least one of the following aptitude requirements:

be in the top 25% of their high school graduating class
have a 3.00 cumulative GPA in competency courses (4.00 = A)
have an ACT score of 22 (24 for nonresidents)
have an SAT score of 1120 (1180 for nonresidents)",Not Required,True,False,True,False,False,22.0,1120.0,program,"Aeronautical Management Technology (Air Transportation Management), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
Not Required,Not Required,"First-year applicants must meet ASU's general university admission requirements, which includes completion of the ASU competency requirements and one of the following:

- top 25% in high school graduating class
- 3.00 GPA in competency courses (4.00 = ""A"")
- ACT: 22 (24 for nonresidents)
- SAT: 1120 (1180 for nonresidents)

ASU competency requirements:

- Four years of math, including algebra I, geometry, algebra II and an advanced math class for which algebra II is a prerequisite.
- Four years of English.
- Three years of lab science, with one year each from chemistry, physics, biology, earth science or an integrated science.
- Two years of social science, including one year of American history.
- Two years of the same second language.
- One year of fine arts or career and technical education.",Not Required,True,False,True,False,False,22.0,1120.0,program,"Aeronautical Management Technology (Professional Flight), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
Not Required,Not Required,"First-year applicants must meet ASU's general university admission requirements, which include completion of the ASU competency requirements.

First-year applicants must also meet the following admission requirements for this degree program:
- top 25% in high school class OR
- 3.00 GPA in competency courses (4.00 = ""A"") OR
- ACT: 22 (24 for nonresidents) OR
- SAT: 1120 (1180 for nonresidents)",Not Required,True,False,True,False,False,22.0,1120.0,program,"Aeronautical Management Technology (Unmanned Aerial Systems), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
Not Required,Not Required,"The Ira A. Fulton Schools of Engineering have a single admission process for all undergraduate majors. Admission to the Ira A. Fulton Schools of Engineering is based on a student's undergraduate admission application to ASU and the student meeting the following criteria:

First-year student:
- top 25% in high school class, OR
- 3.00 GPA in competency courses (4.00 = ""A""), OR
- ACT: 22 (24 for nonresidents), OR
- SAT: 1120 (1180 for nonresidents)

English proficiency requirements for international students are the same as the university's.

If a student does not meet the direct admission requirements, the student will be admitted to the Polytechnic School with a major of engineering (exploratory), and through the successful completion of foundational coursework, will be able to declare a specific engineering major.",Not Required,True,False,True,False,False,22.0,1120.0,program,"Aerospace Engineering (Aeronautics), BSE",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
,,,,,,,,,,,error,"Aerospace Engineering (Astronautics), BSE",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To be admitted to this program, you must meet the following requirements in addition to the university's first-year admission requirements:

top 25% in high school class
OR
3.00 GPA in competency courses (4.00 = ""A"")
OR
ACT: 22 (24 for nonresidents)
OR
SAT: 1120 (1180 for nonresidents)",Not Required,True,False,True,False,False,22.0,1120.0,program,"Aerospace Engineering (Autonomous Vehicle Systems), BSE",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
Not Required,Not Required,"Arizona State University has a holistic admission process. We look at the whole student when making an admission decision. We consider a variety of factors along with your academic record. Those factors include: course rigor, GPA, standardized test scores (if provided), a personal statement, your high school and community activities. First-year applicants may be admitted to ASU without a test score. If you choose not to submit an ACT or SAT score as part of your application, you will still be considered for admission.",Not Required,True,False,False,False,False,,,program,"African and African American Studies, BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true,,
