Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Master of Arts in Security and Intelligence Studies,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"All applicants must submit:
*   Online application
*   Application fee
*   Resume
*   Statement of purpose
*   Official undergraduate transcripts
*   Two letters of recommendation
*   Official GRE or GMAT scores are NOT required.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Social Sciences and Humanities,"$13,920/Semester","$13,920/Semester",,,,,,"Intelligence, Global Security, Cyber Security, Homeland Security","Northeastern University’s Master of Arts in Security and Intelligence Studies (MASIS) program prepares graduates to tackle the most complex challenges in security and intelligence today. Graduates are equipped with a strong theoretical understanding of security and intelligence topics, analytical skills, leadership, and operational capabilities needed to succeed in a wide range of roles. The MASIS curriculum prepares graduates for careers in international, national, state, and local security and intelligence agencies, as well as the private sector. The program offers a range of specialization options and experiential learning opportunities including the co-op program.",,https://graduate.northeastern.edu/programs/,,,1740,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Merit-based, Assistantships, Fellowships",FALSE,,,FALSE,FALSE,,,
,Master of Arts in Teaching in Elementary Education,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"An application for graduate admission consists of: Application form, official transcripts from all institutions attended, statement of purpose, resume/CV, two letters of recommendation, GRE/GMAT scores: Not required, non-refundable application fee. Additional requirements for international students apply.",,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Professional Studies,,,,,,,,,"Become an Elementary Education teacher for grades 1-6 in a fully accredited program. Prepare for a promising career in teaching in just 15 months! The Master of Arts in Teaching (MAT) in Elementary Education program at Northeastern University’s College of Professional Studies prepares students to become licensed teachers of elementary education in Massachusetts, grades 1–6. The program is designed for current teachers, career changers, and recent college graduates who hold a bachelor’s degree but did not major in education, and who wish to obtain an initial teaching license. Our cohort-based MAT program is offered through a hybrid model, allowing students to learn both online and in person. Students attend synchronous classes one evening per week during the 15-month program. They also complete a full-time, yearlong internship (fall and spring semesters) in an elementary classroom, giving them practical experience from the start of their program.
Graduates of the Master of Arts in Teaching in Elementary Education program will be able to:
*   Understand and apply foundational knowledge about student development and learning differences to plan and implement effective instruction, assessment, and differentiation for students in grades 1–6.
*   Understand and apply foundational knowledge about social-emotional development and learning to create a safe, healthy, and supportive learning environment for all students in grades 1–6.
*   Understand and apply foundational knowledge about curriculum development, instructional design, and pedagogical practices to plan and implement engaging and effective instruction for students in grades 1–6.
*   Understand and apply foundational knowledge about assessment practices to monitor student learning, provide meaningful feedback, and make instructional adjustments for students in grades 1–6.
*   Understand and apply foundational knowledge about professional ethics, responsibilities, and reflective practices to engage in continuous professional growth and advocate for students and families in grades 1–6.",,https://graduate.northeastern.edu/programs/,Accredited by the New England Commission of Higher Education (NECHE).,,875,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Assistantships, Fellowships, Scholarships, Grants, Double Husky Scholarship, City Year National Service Scholars",FALSE,,,FALSE,FALSE,,,
,Master of Arts in Teaching in Secondary Education,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants to the Master of Arts in Teaching in Secondary Education must hold a bachelor’s degree from an accredited institution. Applicants are expected to have a strong undergraduate academic record. Applicants must submit the following materials: Online application, Statement of purpose describing your academic and professional goals, Resume, Official transcripts for all college-level work, Two letters of recommendation (professional or academic), Undergraduate GPA of 3.0 or higher, Proof of English Proficiency for international applicants. Official TOEFL, IELTS, or PTE Academic scores are required for international applicants unless a waiver is granted.",,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Professional Studies,"$20,790/Year","$20,790/Year",,,,,,,"The Master of Arts in Teaching (MAT) in Secondary Education prepares you to meet the needs of diverse learners and become a leader in urban secondary education. You will develop the pedagogical knowledge and skills to teach students in grades 8–12 through coursework grounded in justice-oriented, anti-racist, and asset-based frameworks. This program is for prospective educators seeking initial licensure in Massachusetts. After graduation, you’ll be prepared for roles as:
*   High school teachers
*   Department chairs
*   Instructional coaches
*   Curriculum developers
*   Education policy advocates",,https://cps.northeastern.edu/program/master-of-arts-in-teaching-in-secondary-education-boston/,,,$945,FALSE,False,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,Merit-based,FALSE,,,FALSE,FALSE,,,
,Master of Education in Education,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Admission to the Master of Education program requires:
*   A bachelor’s degree from a regionally accredited institution.
*   A minimum undergraduate GPA of 3.0.
*   Official transcripts from all institutions attended.
*   One letter of recommendation.
*   A personal statement.
*   A current résumé.
*   TOEFL, IELTS, or PTE scores for international applicants.
All applicants must submit their application online.",,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,Graduate School of Education,29550,29550,,,,,,,"The Master of Education (M.Ed.) is a graduate degree program designed for current and aspiring educators, administrators, and education professionals who want to develop new skills, expand their knowledge base, and advance their careers. The program combines theory and practice to help you develop the expertise needed to address the complex challenges facing education today. The Northeastern University College of Professional Studies (CPS) Master of Education program offers a flexible and customizable curriculum with a variety of specializations to meet your career goals. Whether you’re interested in curriculum and instruction, higher education administration, special education, or another area of education, the M.Ed. program can help you achieve your professional aspirations. The program is designed for working professionals, with online and hybrid courses that allow you to balance your studies with your personal and professional commitments.",,https://cps.northeastern.edu/academics/schools-centers/graduate-school-of-education/,,,$985 per credit hour,FALSE,False,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Assistantships, Fellowships, Scholarships",FALSE,,,FALSE,FALSE,,,
,Master of Education in Higher Education Administration,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Bachelor’s degree from an accredited institution. Official transcripts from all institutions attended. Upload your current résumé. Upload your statement of purpose. Three letters of recommendation. Additional requirements for international students: English proficiency test scores and a copy of your passport. We consider applicants who have an undergraduate GPA of 3.0 or above in their last 60 semester hours of coursework. We also consider other factors such as work experience, letters of recommendation, and essay writing ability.",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Professional Studies,52020,,,,,,,,"The Master of Education (MEd) in Higher Education Administration program prepares students to become leaders, policymakers, and practitioners in colleges and universities. The program is designed to provide students with the foundational knowledge of how higher education institutions operate, the cultural and political context in which they exist, and the challenges and opportunities facing the sector. Through a combination of academic study and practical experience, students will develop a deep understanding of higher education administration, including its history, current trends, and future directions. Students will also gain essential leadership and management skills, including the ability to communicate effectively, to lead diverse teams, to analyze complex data, and to make informed decisions that promote equity, inclusion, and student success. Graduates of the program will be prepared to work in a variety of settings within higher education, including academic affairs, student affairs, admissions, financial aid, institutional advancement, and policy development. The program emphasizes an experiential, problem-based approach to learning, allowing students to apply theoretical knowledge to real-world challenges faced by colleges and universities. Students will also have the opportunity to engage in research and scholarship, contributing to the broader field of higher education administration.",,https://graduate.northeastern.edu/programs/,,,1734,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,Merit-based,FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Analytics,,,,,Graduate,Fall 2026,,,,,,Optional,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Professional Studies,,,,,,,,"Applied Analytics, Business Analytics, Cyber-Physical Systems, Data Science, Machine Learning","Our Master of Professional Studies in Analytics program helps you unlock the insights hidden in data to solve real-world challenges. Through an innovative, interdisciplinary curriculum, you’ll master the latest tools and techniques to collect, organize, interpret, and transform data into actionable strategies. The program offers a blend of theoretical knowledge and practical application, providing you with a strong foundation in statistical modeling, machine learning, data visualization, and predictive analytics. You’ll gain hands-on experience with industry-standard software and programming languages, preparing you for leadership roles in various sectors, including business, healthcare, finance, and technology.",,https://graduate.northeastern.edu/programs/,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Federal Financial Aid, Employer Tuition Reimbursement, Military Benefits",FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Applied Logistics,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants to the Master of Professional Studies in Applied Logistics program must meet the following minimum admissions requirements:
- A bachelor’s degree from an accredited institution
- A minimum 2.5 GPA (3.0 preferred)
- Completion of the online application form
- A professional resumé
- A personal statement/statement of purpose outlining your objectives for graduate study
- Official transcripts from all institutions attended
- Proof of English proficiency, if applicable

GRE scores are not required for admission to this program.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Professional Studies,11880/Semester,1192/Year,,,,,,,"The Master of Professional Studies (MPS) in Applied Logistics at Northeastern University is designed for early- and mid-career professionals looking to enhance their analytical and decision-making capabilities within the logistics and supply chain management fields. This innovative program combines academic rigor with practical application, preparing graduates to tackle real-world challenges in a dynamic global marketplace. Students will explore core areas such as supply chain analytics, operations management, transportation logistics, and strategic sourcing. The curriculum is structured to provide a comprehensive understanding of complex logistics systems, emphasizing data-driven approaches and sustainable practices. Graduates will be equipped with the skills to optimize logistics operations, improve efficiency, and drive strategic value for organizations across various industries.",,https://graduate.northeastern.edu/programs/,,,1485/credit,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Scholarships, Fellowships, Assistantships, Loans, Diversity, Equity, and Inclusion Scholarships, Global Scholarship Program",FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Applied Machine Intelligence,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"To be considered for admission to the Master of Professional Studies in Applied Machine Intelligence program, applicants must hold a bachelor's degree from an accredited institution. An undergraduate GPA of 3.000 or higher is generally expected. Applicants should have a strong background in mathematics, statistics, and programming, demonstrated through coursework or professional experience. Applicants must submit: Online Application, Application Fee, A current resume detailing professional experience, research, volunteer activities, and any publications, A statement of purpose (approximately 500-1,000 words) outlining your academic interests, professional goals, and how the program aligns with your aspirations, Official transcripts from all previously attended colleges and universities, Two letters of recommendation, preferably from faculty members or supervisors who can speak to your academic and professional capabilities. The GRE (Graduate Record Examinations) is not required for admission to this program. Applicants whose native language is not English must demonstrate English proficiency through one of the following: TOEFL (minimum scores: iBT 79, PBT 550), IELTS (minimum score: 6.5), Duolingo English Test (minimum score: 105), PTE Academic (minimum score: 53).",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Professional Studies,,,,,,,,,"The Master of Professional Studies in Applied Machine Intelligence offers a unique blend of technical expertise and practical application, equipping students with the skills to design, develop, and deploy intelligent systems across various industries. Rooted in real-world problem-solving, this program emphasizes hands-on experience with cutting-edge tools and methodologies. Through a comprehensive curriculum spanning artificial intelligence, machine learning, data science, and ethical AI, students learn to transform data into actionable insights and innovative solutions. Graduates are prepared to lead in roles such as AI/ML Engineer, Data Scientist, Machine Learning Consultant, and AI Product Manager, driving the next generation of technological advancement.",,https://graduate.northeastern.edu/programs/,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,62.0,,79.0,,,,,,,,,,,,,"Merit-based, Fellowships, Assistantships, External Funding",FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Digital Media,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Online application, Application fee ($75), Transcripts from all colleges and universities attended. All transcripts should be uploaded to the application prior to submission. Unofficial transcripts are acceptable for application review. Official transcripts will be required upon admission and matriculation into the program., Three letters of recommendation, Upload your resume or curriculum vitae (CV)., Submit a statement of purpose outlining your objectives for graduate study, why you are interested in this program, and how you think it will help you achieve your professional goals., English proficiency, International applicants: Review the specific requirements for international students.",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,"College of Arts, Media and Design","$27,360/Year","$27,360/Year",,,,,,"Content Creation, Design, Leadership","The Master of Professional Studies in Digital Media program, offered by Northeastern’s College of Arts, Media and Design, is designed for those who want to advance their careers in the rapidly evolving fields of digital media and interactive design. Through an interdisciplinary curriculum, students develop expertise in a variety of digital media practices, including digital storytelling, content creation, user experience (UX) design, interactive media, and data visualization. The program emphasizes hands-on projects, critical thinking, and collaboration, preparing graduates to lead and innovate in areas such as digital marketing, web design, mobile application development, game design, and immersive media. Students gain practical experience with industry-standard tools and techniques while exploring the theoretical underpinnings of digital culture and communication. With a focus on both creative and strategic aspects of digital media, the program equips students with the skills and knowledge to navigate and shape the future of digital communication and experiences.",,https://graduate.northeastern.edu/programs/,,,"$1,710.00",FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Merit-based, Fellowships, Graduate Assistantships",FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Digital Media—Connect,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,Complete the online application. Pay the non-refundable application fee. Submit unofficial transcripts from all institutions attended. Official transcripts will be required upon admission. Write a statement of purpose outlining your objectives for graduate study. Submit a resume of your professional and academic experience. Provide two letters of recommendation from individuals familiar with your academic or professional capabilities.,,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,"College of Arts, Media and Design",,,,,,,,,"The Digital Media–Connect MS is a 32-semester-hour program for students with limited experience in digital media. It is designed to prepare students for a wide range of jobs in digital media, from web design and development to user experience and interface design. The program emphasizes hands-on, project-based learning and collaboration, ensuring graduates are well-versed in the latest digital tools and technologies.
Students will learn how to design, develop, and manage digital media projects, including websites, mobile apps, and interactive experiences. They will also gain an understanding of digital media theory, research, and ethics. The program culminates in a capstone project, where students apply their skills to a real-world digital media problem.
The Digital Media–Connect MS is offered by the College of Arts, Media and Design at Northeastern University in Boston, Massachusetts. It is an ideal program for students who want to enter the digital media field but do not have a strong background in the area. Graduates of the program are well-prepared for careers as web designers, web developers, UX/UI designers, digital project managers, and digital media specialists.",,https://graduate.northeastern.edu/programs/,,,,FALSE,True,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Merit-based, Need-based, External",FALSE,,,FALSE,FALSE,,,
