Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Master of Arts in Education,,,,,Masters,Continuous,,,,Not Required,Required,Not Required,"All students from non-English speaking countries must provide proof of English proficiency. This can be met by providing one of the following: TOEFL: 61 iBT, IELTS: 6.0, PTE Academic: 50, Duolingo English Test: 95, ELS: Completion of level 112, or successful completion of an associate, bachelor's, master's, or doctoral degree from a regionally accredited college or university in the U.S.","Completed online graduate application, Bachelor's degree from an accredited institution, Official transcripts from all institutions attended, Minimum 3.0 cumulative GPA for full acceptance, Two letters of recommendation, Statement of purpose, Copy of teaching license (if applicable).",Not Required,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Graduate Admissions,23265,,,,,,"Curriculum and Teaching, Educational Administration, Human Resource Development, Mathematics, Science, STEAM","Whether you are looking for professional development or a career change, The University of Findlay's Master of Arts in Education (MAE) program can help you meet your goals. We offer a variety of emphases and license options to help you advance your career. The MAE program is designed to fit your busy schedule with courses offered online, on campus and in hybrid formats.",,https://www.findlay.edu/education/graduate-programs/master-of-arts-in-education,Council for the Accreditation of Educator Preparation (CAEP),,705.0,False,False,,4.0,3.0,,,,,,,,,,,No application fee,,,,,,,False,False,,,95.0,112.0,,,6.0,,,50.0,,61.0,,,,,,,,,,,,,"Endowed Scholarships, Graduate Assistantships",,,,,,,
,Master of Arts in Professional Communication,,,,,Master of Arts,,,,Rolling basis,Required,Required,Not Required,"Official scores from the Test of English as a Foreign Language (TOEFL), International English Language Testing System (IELTS), Pearson Test of English Academic (PTE) or Duolingo English Test (DET) are required if your native language is not English.","Completed online graduate application; Official transcripts from all institutions attended sent directly to the University of Findlay, Office of Admissions; GPA of 3.0 or higher; Two letters of recommendation; A current résumé or curriculum vitae; A statement of purpose; A writing sample",Required,,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,,,,Graduate Admissions,19500,,,,,,,"The Master of Arts in Professional Communication (MAPC) prepares students for success in a wide variety of professions. The program is designed to develop the student's ability to communicate effectively using oral, written, and visual modes. The MAPC provides a strong foundation in theory and practice, ensuring that students are well-versed in the latest communication strategies and technologies. This program is available 100% online or on campus.",,https://www.findlay.edu/arts-humanities-social-sciences/professional-communication/,,,650.0,True,False,,4.0,3.0,,,,,,,,,,,0,,,,,,,False,False,,,105.0,112.0,,,6.5,,,58.0,,79.0,,,,,,,,,,,,,"Endowed scholarships, Graduate Assistantships",,,,,,,
,Master of Arts in Rhetoric and Writing,,,,,,,,,Rolling Admissions,Required,Required,Not Required,"All applicants whose native language is not English are required to take the Test of English as a Foreign Language (TOEFL), the International English Language Testing System (IELTS), Pearson Test of English Academic (PTE) or the Duolingo English test and submit their scores directly to The University of Findlay.","Completed online application; Official transcripts from all institutions attended; Overall undergraduate GPA of 3.0 or higher; A current résumé or curriculum vitae that demonstrates relevant professional experience; A formal academic writing sample of at least five pages (e.g., a paper from a previous undergraduate or graduate course); A 500-700-word statement of purpose describing your educational and professional goals and how the Master of Arts in Rhetoric and Writing will help you achieve those goals; Two letters of recommendation from professional or academic references (sent directly from the reference).",Required,,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,,,,Graduate Admissions,17250,,,,,,,"Findlay's Master of Arts in Rhetoric and Writing (MARW) offers a customized curriculum to meet your personal and professional goals. Whether you are looking to teach dual enrollment, move into a doctoral program, or advance your career in the private sector, our program will give you the skills you need to succeed.",,https://www.findlay.edu/arts-humanities-social-sciences/rhetoric/,,,575.0,False,False,,4.0,3.0,,,,,,,,,,,0,,,,,,,False,False,,,100.0,,,,6.5,,,59.0,,79.0,,,,,,,,,,,"Full-tuition waiver and a $7,500 stipend for graduate assistantships.",,Graduate Assistantships,,,,,,,
,Master of Arts in TESOL and Applied Linguistics,,,,,Master of Arts,,,,,Required,Required,Not Required,"For international students, a minimum TOEFL score of 79 on the IBT, 6.5 on the IELTS or an ELS level 112 certificate.","Completed online graduate application. Official transcripts from all institutions attended. A grade point average of 3.0 or higher. A bachelor's degree from an accredited institution. Two letters of recommendation. A one-page statement of purpose explaining your interests in TESOL and Applied Linguistics and your career goals. A resume or curriculum vitae. Students for whom English is not their first language must submit a TOEFL score of 79 (iBT), an IELTS score of 6.5, or a Duolingo score of 105.",Not Required,,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,,,,Graduate Admissions,,,,,,,,The Master of Arts in TESOL and Applied Linguistics program prepares you to be a specialist in second language teaching and linguistics. Our coursework provides a solid foundation in the theory and practice of teaching English to speakers of other languages.,,https://findlay.smartcatalogiq.com/en/current/graduate-catalog/graduate-programs/master-of-arts-in-teaching-english-to-speakers-of-other-languages-tesol-and-applied-linguistics,,,710.0,,False,,4.0,3.0,,,,,,,,,,,0,,,,,,,False,False,,,,112.0,,,6.5,,,,,79.0,,,,,,,,,,,,,Graduate Assistantships,,,,,,,
,Master of Business Administration,,,,,MBA,"fall, spring, and summer",,,,Required,Required,Not Required,"Proof of English proficiency: TOEFL, IELTS, PTE, Duolingo, SAT, ACT, successful completion of the University's Intensive English Language Program (IELP), or other proof of proficiency approved by the University.","To be considered for admission into the Master of Business Administration program, you must have: A completed online application. A baccalaureate degree from an accredited institution. Official transcripts from all institutions attended sent directly to the University of Findlay's Office of Admissions. A cumulative GPA of 3.0 or higher is required.* One letter of recommendation. Current resume. A personal statement outlining your professional goals and how the University of Findlay’s MBA can help you achieve them. *Applicants with a GPA between 2.5 and 2.99 can be conditionally admitted.",Not Required,,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,,,,Office of Admissions,27390,,,,,,Certified Management Accountant; Certified Public Accountant; Finance; Healthcare Management; Human Resource Management; International Business; Marketing; Operations Management,The Master of Business Administration (MBA) is designed to equip the student with skills that can be directly applied in the workplace. The program features an emphasis on ethical leadership and a strategic focus. Students have the option to customize their degree by choosing a concentration.,,https://www.findlay.edu/business/mba/business-administration,Accreditation Council for Business Schools and Programs (ACBSP),,830.0,False,False,,,3.0,,,,,,,,,,,0,,,,,,,False,False,,,95.0,112.0,,,6.0,,,50.0,,61.0,,,,,,,,,,,,,"Graduate Assistantships, Alumni Discounts, Endowed Scholarships",,,,,,,
,Master of Occupational Therapy,,,,,Masters,Fall,,,"Feb 1, 2025",Not Required,Required,Not Required,"Graduate applicants must demonstrate English language proficiency in one of the following ways: TOEFL, IELTS, PTE, ELS, Duolingo, or completion of UF's IELP program.","To be considered for admission, applicants must submit the following items to the Occupational Therapy Centralized Application Service (OTCAS). Apply here: https://portal.otcas.org/.

Minimum cumulative GPA of 3.0
Minimum prerequisite GPA of 3.0
No prerequisite course grade can be less than a “C”
Prerequisite courses must be completed within seven years of matriculation into the OT program
Official transcripts from all post-secondary institutions
Three letters of recommendation
Minimum of 40 observation hours are required in at least two diverse practice settings; a minimum of 20 hours in each setting. Hours must be verified by an OTR or COTA.
Personal statement addressing why you selected OT as a career and how an OT degree relates to your immediate and long-term professional goals. Describe how your personal, educational, and professional background will help you achieve your goals.",Not Required,,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,,,,Graduate Admissions,102240,,,,,,,"University of Findlay’s Master of Occupational Therapy (MOT) Program is a professional entry-level degree program for students who have completed a bachelor’s degree (in any major) and have completed the program prerequisites. Occupational therapists help people of all ages do the things they want and need to do through the therapeutic use of daily activities (occupations). Common occupational therapy interventions include helping children with disabilities to participate fully in school and social situations, helping people recovering from injury to regain skills, and providing supports for older adults experiencing physical and cognitive changes.",,https://www.findlay.edu/health-professions/occupational-therapy/weekend-masters-program,The occupational therapy program is accredited by the Accreditation Council for Occupational Therapy Education (ACOTE) of the American Occupational Therapy Association (AOTA).,,947.0,False,False,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,110.0,112.0,,,6.5,,,59.0,,79.0,,,,,,,,,,,1000,,Endowed scholarships (may be based on academic merit and/or financial need),,,,,,,
,Master of Physician Assistant,,,,,Masters,Summer,,late April,Oct. 1,,,Optional,,"Application must be submitted through the Centralized Application Service for Physician Assistants (CASPA).

Application Requirements:
- Baccalaureate degree from a regionally accredited U.S. institution
- All prerequisite courses must be completed at a regionally accredited U.S. institution with a C or better.
- Overall GPA of 3.0 or higher (on a 4.0 scale).
- Overall science GPA of 3.0 or higher (on a 4.0 scale).
- Prerequisite GPA of 3.0 or higher (on a 4.0 scale).
- The GRE is no longer required for admission.
- Technical Standards acknowledgment is required.
- A minimum of 500 hours of direct patient care experience is required.
- Two letters of reference.
- CASPer test score submission.
- Applicants must be U.S. citizens or permanent residents.",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Graduate Admissions,98392,,,,,,,"The University of Findlay's Physician Assistant Program is committed to providing a supportive, collaborative, and professional environment for students to gain the medical knowledge, skills, and values needed to become competent and compassionate physician assistants.",,https://www.findlay.edu/health-professions/physician-assistant-ma/,"The Accreditation Review Commission on Education for the Physician Assistant, Inc. (ARC-PA) has granted Accreditation-Continued status to the University of Findlay Physician Assistant Program.",,,False,False,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"PA Program Scholarship, Graduate Assistantships",,,,,,,
,Master of Science in Applied Security and Analytics,,,,,Masters,"Fall, Spring, Summer",,,,Required,Required,Not Required,"International Students must submit proof of English proficiency. Accepted tests and scores are: TOEFL with a minimum score of 550 (PBT), 213 (CBT), or 79-80 (IBT); IELTS with a minimum score of 6.5; Pearson Test of English (PTE) with a minimum score of 58; Duolingo with a minimum score of 105; or successful completion of Level 112 at an ELS Language Center. Students who are citizens of a country where English is the official language or have earned a bachelor's degree from an accredited American institution are exempt.","Completed online graduate application; Bachelor's degree from an accredited institution; Official transcripts from all institutions attended; Overall undergraduate GPA of 3.0; Resume; Statement of Purpose: A one-page personal statement describing your professional goals and why you are choosing this program; One of the following: 1. Hold an undergraduate degree in computer science with an overall GPA of 3.0 or higher from a U.S. regionally accredited institution. 2. Pass the GRE with a quantitative score of 155 or higher, a verbal score of 150 or higher, and an analytical writing score of 4.0 or higher. 3. Pass the MSASA challenge exam. 4. Complete, with a grade of B or higher, the following University of Findlay courses: CSCI 501 and CSCI 502.",,,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,,,,Graduate Admissions,24900,,,,,,,"With the University of Findlay’s Master of Science in Applied Security and Analytics, you can become a leader in the rapidly growing fields of big data and cybersecurity. You can improve your credentials and gain the necessary skills to advance your career in the IT industry. This degree is designed to cover a unique blend of coursework in both cybersecurity and business analytics.",,https://www.findlay.edu/admissions/graduate/graduate-programs,,,830.0,False,True,,4.0,3.0,,,,,,,,,,,55,,,,,,,False,False,,,105.0,112.0,,,6.5,,,58.0,,79.0,,,,,,,,,,,,,,,,,,,,
,"Master of Science in Environmental, Safety and Health Management",,,,,,"Fall, Spring, Summer",,,,Required,Required,Not Required,The University of Findlay requires all students for whom English is not their native language to provide proof of English proficiency. This can be done by providing an official score report for one of the following: TOEFL: Minimum score of 550 on the paper-based test or 79-80 on the Internet-based test (iBT). IELTS: Minimum overall score of 6.5. PTE: Minimum score of 58. Duolingo: Minimum score of 110. ELS: Completion of Level 112 from an ELS Language Center in the U.S.,Completed online application; Bachelor’s degree from an accredited institution; Official transcripts from all institutions attended; Minimum undergraduate GPA of 3.0 on a 4.0 scale (applicants with a GPA of at least 2.7 may be considered for conditional admission); Resume; A statement of purpose describing your professional goals and why you are interested in pursuing the master's degree at The University of Findlay.,Not Required,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Graduate Admissions,26565 - 28980,,,,,,,"The Master of Science in Environmental, Safety and Health Management degree prepares you for leadership positions in the environmental industry. The program provides you with the skills to make managerial decisions and provides technical knowledge to help you work in the environmental, safety and health field. The University of Findlay's All Hazards Training Center, which has provided custom training to industry and government since 1989, provides the hands-on training for the program. The degree can be completed 100% online, on-campus or a convenient blend of both.",,https://www.findlay.edu/admissions/graduate/graduate-programs,"The Master of Science in Environmental, Safety and Health Management is accredited by the National Environmental Health Science and Protection Accreditation Council (EHAC).",,805.0,False,True,,4.0,3.0,,,,,,,,,,,0,,,,,,,False,False,,,110.0,112.0,,,6.5,,,58.0,,79.0,,,,,,,,,,,,,"Graduate Assistantships, Endowed Scholarships",,,,,,,
,Master of Science in Health Informatics,,,,,Masters,,,,,Required,Required,Not Required,"All students for whom English is not their native language must submit proof of English proficiency. Findlay accepts the following: Test of English as a Foreign Language (TOEFL): 61 iBT, 500 PBT, International English Language Testing System (IELTS): 6.0, Pearson Test of English Academic (PTE): 50, Duolingo English Test: 95, ELS Language Centers: Completion of level 112.",Complete the online application. Hold a bachelor's degree from an accredited institution. Possess a cumulative GPA of at least 3.0 on a 4.0 scale or a 2.7-2.99 with three years of related work experience in healthcare or information technology. Submit official transcripts from all institutions attended. Submit a resume of professional experience. Submit a statement of purpose. Two recommendation forms from professional or academic references.,Not Required,,True,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,,,,Graduate Admissions,26895,,,,,,,"Health informatics is the science of evaluating, implementing, and utilizing technology to manage health information to improve patient care. The Master of Science in Health Informatics (MSHI) program at the University of Findlay prepares students to step into a variety of roles within the healthcare industry. This program provides a solid foundation in the technology and management aspects of health informatics.",,https://www.findlay.edu/admissions/graduate/graduate-programs,,,815.0,False,False,,4.0,3.0,,,,,,,,,,,0,,,,,,,False,False,,,95.0,112.0,,,6.0,,,50.0,,61.0,,,,,,,,,,,,,,,,,,,,
