Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Master of Arts in African American Studies,,,,,Graduate,Fall,,,January 1,Required,Required,Not Required,REQUIRED,"Applicants must have a minimum 3.0 undergraduate grade point average (on a 4.0 scale). The African American Studies Department welcomes applications from students who have a bachelor’s degree from an accredited institution. No specific undergraduate major is required for admission to the master’s degree program, but a strong background in the social sciences and humanities is preferred. Required application materials include three letters of recommendation, a statement of purpose, a resume or CV, and a writing sample.",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Letters & Science,"$25,505.46/Year","$25,505.46/Year",,,,,,,"The Department of Afro-American Studies offers a program of graduate study leading to the Master of Arts degree. This program is designed to provide students with an interdisciplinary foundation for the study of people of African descent in the United States and the Diaspora. The program provides students with the opportunity to develop their research and writing skills in a variety of fields, including literature, history, and the social sciences. The program is intended to prepare students for doctoral study in Afro-American studies or related fields in the humanities and social sciences. It also serves students who wish to pursue careers in education, law, journalism, public policy, or the arts.",,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,,,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,92.0,,,,,,,,,,,,,"Fellowships, Teaching Assistantships, Project Assistantships",,,,,,,
,Master of Arts in African Cultural Studies,,,,,Graduate,Fall,,,"January 1, 2026",Required,Required,Not Required,REQUIRED,"Applicants must meet the Graduate School’s minimum requirements, including a bachelor's degree from an accredited institution and a minimum undergraduate grade point average (GPA) of 3.00 on a 4.00 scale. International applicants must meet the Graduate School's English proficiency requirements. Required application materials include a Statement of Purpose (Reasons for Graduate Study), a CV or Resume, three letters of recommendation, and a writing sample (15-25 pages). GRE scores are not required.",Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Letters & Science,"$1,483.16/Year (Segregated fees)","Resident: $10,727.04/Year; Non-resident: $24,222.24/Year",,,,,,"Literature, Linguistics, Culture, and Pedagogy","The Department of African Cultural Studies at the University of Wisconsin–Madison provides students with a site for the intensive study of African languages and expressive cultures. Our program is unique in its focus on the intersection of three major areas: linguistics, literature, and culture. We offer a Master of Arts and a Doctor of Philosophy. Students are expected to engage with all three areas, while specializing in one. The department is also known for its strong emphasis on language pedagogy and its commitment to the study of African languages as a key to understanding African cultures. The M.A. degree may be a finishing degree for students who wish to use their expertise in African cultural studies for careers in government, non-governmental organizations, or the private sector. It may also be a step toward the Ph.D. degree.",,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,,"Resident: $678.34/credit; Non-resident: $1,428.07/credit",True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.0,,,,,92.0,,,,,,,,,,,,,"Fellowships, Teaching Assistantships, Research Assistantships, Project Assistantships",,,,,,,
,PhD in African Cultural Studies,,,,,Doctoral,Fall,,,December 15,Required,Required,Not Required,REQUIRED,"Applications are accepted for fall admission only. All materials must be received by the December 15 deadline. Admission to the Ph.D. program requires a bachelor's or master’s degree in African languages and/or literature, or in a related field. Applicants must have a minimum grade point average (GPA) of 3.0 on a 4.0 scale (on the last 60 hours of graduate or undergraduate work). Requirements include a CV/Resume, Statement of Purpose, Writing Sample, and three letters of recommendation. International students must also meet Graduate School English proficiency requirements.",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Letters & Science,"$12,209.82/Year (Resident), $25,535.82/Year (Non-Resident)","$12,209.82/Year (Resident), $25,535.82/Year (Non-Resident)",,,,,,,"The Department of African Cultural Studies provides undergraduate and graduate students with a holistic understanding of African expressive cultures. Our faculty and students study the languages, literatures, and other cultural forms of Africa and the African diaspora. Our curriculum includes courses in over a dozen African languages and in the literatures and cultures of Africa and its diaspora. We take a wide-ranging approach to the study of the continent and its people, looking at both traditional and contemporary forms of expression. We are a community of scholars and students who are passionate about the study of Africa and its people. Our program is designed to provide students with a deep and nuanced understanding of African cultures, as well as the skills they need to pursue careers in a variety of fields, including academia, international development, journalism, and more. The Ph.D. program in African Cultural Studies is designed for students who wish to pursue advanced research in the field. Students work closely with faculty members to develop their own research projects, and they have the opportunity to participate in a variety of research seminars and workshops.",,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,,"$678.32 (Resident), $1,511.20 (Non-Resident)",True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,92.0,,,,,,,,,,,,,"Merit-based, Fellowships, Teaching Assistantships",,,,,,,
,Master of Science in Agricultural and Applied Economics,,,,,Graduate,Fall,,,January 15,Required,Required,Not Required,REQUIRED,"Applicants must have a bachelor's degree from an accredited institution with a minimum undergraduate grade point average (GPA) of 3.00 on a 4.00 scale. Prerequisite coursework includes two semesters of calculus, one semester of introductory statistics, and one semester of intermediate microeconomics theory. Required application materials include a statement of purpose, a resume or CV, three letters of recommendation, and transcripts from all post-secondary institutions attended. International students must also meet the Graduate School's English proficiency requirements.",,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Agricultural and Life Sciences,"$40,000 for the entire program","$40,000",,,,,,Agricultural and Applied Economics (Research) and the Professional Option,"The Department of Agricultural and Applied Economics (AAE) offers a Master of Science (M.S.) and a Doctor of Philosophy (Ph.D.) degree. The M.S. program is designed to provide students with a solid foundation in economic theory and quantitative methods. Students in the program develop their analytical skills to address problems in agriculture, the environment, and international development. The M.S. degree has two options: the Agricultural and Applied Economics (Research) option and the Professional Option (formerly known as Resource and Energy Demand Analysis or REDA).",,https://www.texim-europe.com/product/embedded-computing-solutions/embedded-pc-boards/mini-itx-motherboard/detail/emb-bt4-a10-1900-ms-aae,,,"$1,333.33",True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.0,,,,,92.0,,,,,,,,,,,,,"Assistantships (Research, Teaching, Project), Tuition Remission, Fellowships",,,,,,,
,Master of Science in Agricultural and Applied Economics: Professional Option,,,,,Graduate,Fall,,,,Required,Required,Not Required,REQUIRED,Applicants to the Professional Option must meet the admission requirements of the UW–Madison Graduate School and have: A background in economics or another field with a strong quantitative emphasis; At least two semesters of calculus (equivalent to MATH 221 and MATH 222); One semester of statistics (equivalent to STAT 301 or STAT 371); Intermediate microeconomic theory (equivalent to A A E 311 or ECON 301); Intermediate macroeconomic theory (equivalent to ECON 302).,,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Agricultural and Life Sciences,36000,"$36,000/Program",,,,,,,"The Professional Option of the Master of Science in Agricultural and Applied Economics (MSPO) is an accelerated, 15-month program that provides students with the skills they need to work in data-driven industries. Students learn how to apply economic theories and quantitative methods to real-world problems, and gain valuable experience through internships and research projects. The MSPO program is designed to be a bridge between undergraduate studies and professional careers, and its graduates are well-prepared for success in a wide range of fields.",,https://aae.wisc.edu/2024/08/12/mspo-graduates-shine-on-the-job-market/,,,1200,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.0,,,,,92.0,,,,,,,,,,,,,,,,,,,,
,PhD in Agricultural and Applied Economics,,,,,Doctoral,Fall,,,December 15,Required,Required,GRE,REQUIRED,"Applicants to the Ph.D. program in Agricultural and Applied Economics should have a strong background in economic theory and quantitative methods. Prerequisites for the PhD program include: 3 semesters of calculus, 1 semester of linear algebra, and 2 semesters of intermediate economic theory (micro and macro). Candidates must submit an online application through the UW–Madison Graduate School, which includes transcripts, three letters of recommendation, a CV or resume, and a statement of purpose (Reasons for Graduate Study). International students must meet the Graduate School's English proficiency requirements.",Optional,,True,True,False,False,True,False,,True,False,False,False,True,True,True,False,False,,,,College of Agricultural and Life Sciences,"$12,441.28/Year (Resident); $25,543.04/Year (Non-Resident)","$12,441.28/Year (Resident); $25,543.04/Year (Non-Resident)",,,,,,"Development economics, Environmental and natural resource economics, and Agricultural and industrial organization","The Department of Agricultural and Applied Economics (AAE) at the University of Wisconsin–Madison offers a world-class PhD program. Our faculty are experts in a wide range of fields, including development economics, environmental and natural resource economics, and agricultural and industrial organization. Our graduates are highly successful in securing positions in academia, government, and the private sector. The department offers a high-quality, research-oriented PhD program that provides students with the tools to conduct original research in agricultural, development, and environmental and natural resource economics.",,https://aae.wisc.edu/,,,"$808.01 (Resident); $1,626.87 (Non-Resident)",True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,54.0,,92.0,,,,,,,,,,,"Approximately $23,000 to $28,000 per year",100% tuition remission,"Research Assistantships (RA), Teaching Assistantships (TA), Project Assistantships (PA), and Fellowships",,,,,,,
,Master of Science in Agroecology,,,,,Graduate,Fall,,,January 15,Required,Required,Not Required,REQUIRED,"The admission requirements for the Agroecology program include the following: A bachelor's degree from an accredited institution. A minimum undergraduate GPA of 3.0 (on a 4.0 scale). Three letters of recommendation from people who can comment on your potential for graduate study. A statement of purpose (up to two pages, double-spaced) describing your interest in agroecology, your personal and professional goals, and your relevant experience. A current resume or CV. If applicable, an official score report for the Test of English as a Foreign Language (TOEFL), International English Language Testing System (IELTS), or Duolingo English Test (DET). Applicants must also have a secure funding source (either an assistantship or fellowship) and have identified a faculty member who has agreed to serve as their advisor before an admissions decision can be finalized.",,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Agricultural and Life Sciences,"$25,506/Year","$25,506/Year",,,,,,,"Agroecology is the study of how ecological processes—such as nutrient cycling, predator/prey interactions, and competition—interact with social processes to impact the sustainability of our food systems. Our Master of Science program is a unique interdisciplinary program that draws on many departments and programs from across the campus. Students explore the diverse factors that influence the functioning of our food and fiber systems, including environmental, social, political and economic components.",,https://agroecology.wisc.edu/people/students/,,,"$1,603",True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,92.0,,,,,,,,,,,,,"Research Assistantships, Fellowships, Project Assistantships",,,,,,,
,Master of Science in Agronomy,,,,,Graduate,"Fall, Spring, Summer",,September 2025,January 1,Required,Required,Not Required,REQUIRED,"Applicants must meet the Graduate School's minimum requirements, which include a 3.00 GPA (on a 4.00 scale) on the last 60 semester hours of undergraduate coursework. The Department of Agronomy requires a statement of purpose (2-page maximum), a resume/CV, three letters of recommendation, and official transcripts. International applicants must provide English proficiency test scores. The GRE is not required.",,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Agricultural and Life Sciences,"$25,581/Year","$25,581/Year",,,,,,,"Agronomy is the study of plant-soil-climate interactions. The Department of Agronomy at the University of Wisconsin–Madison is home to internationally recognized faculty, many of whom have won major campus and professional honors. Faculty interests range from molecular biological studies of plant growth to ecological studies of agroecosystems. Research and teaching within the department emphasize two major areas: plant breeding and plant genetics; and crop physiology, production, and management. Within these areas, faculty specialize in such fields as sustainable agriculture, international agriculture, weed science, and biotechnology. Students are prepared for careers in agribusiness, crop consulting, university teaching and research, and state and federal agencies. Learning goals include: Articulates, critiques, or elaborates the theories, research methods, and approaches to inquiry or schools of practice in the field of study; Identifies sources and assembles evidence pertaining to questions or challenges in the field of study; Demonstrates understanding of the primary field of study in a historical, social, or global context; Selects and utilizes the most appropriate methodologies and practices; Evaluates or synthesizes information across disciplines to generate products and inform missions of agriculture; Communicates clearly in ways appropriate to the field of study; and Recognizes and applies principles of ethical and professional conduct.",,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,,"$1,603.20",True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,92.0,,,,,,,,,,,,,"Research Assistantships, Teaching Assistantships, Fellowships",,,,,,,
,PhD in Agronomy,,,,,Doctoral,"Fall, Spring, Summer",,,December 1,Required,Required,Not Required,REQUIRED,Minimum criteria for consideration include: an undergraduate grade-point average (GPA) of 3.0 or higher on a 4.0 scale; TOEFL or IELTS scores for international applicants; three letters of recommendation; reasons for graduate study (statement of purpose); and a resume/CV. The Graduate Record Examination (GRE) is not required.,,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Agricultural and Life Sciences,"$12,912.83/Semester","$12,912.83/Semester",,,,,,,"The Department of Agronomy offers graduate programs leading to the Master of Science and Doctor of Philosophy degrees in agronomy. The objective of the program is to provide students with a broad exposure to the field of agronomy and to provide them with the opportunity to conduct original research in their area of interest. Research areas include plant breeding and genetics, plant biotechnology, cropping systems, agroecology, bioenergy, and weed science. Many of these programs are interdisciplinary and involve faculty in other departments such as Horticulture, Plant Pathology, Soil Science, Entomology, Botany, and Biochemistry.",,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,,"$2,136.51",True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,92.0,,,,,,,,,,,Full tuition waiver,,"Research Assistantships, Teaching Assistantships, Project Assistantships, Fellowships",,,,,,,
,Master of Science in Animal and Dairy Sciences,,,,,Graduate,"Fall, Spring, Summer",,September 2025,January 1,Required,Required,Not Required,REQUIRED,"Applicants must have a bachelor's degree from an accredited institution. Admission requirements include a minimum undergraduate GPA of 3.0, three letters of recommendation, a resume or CV, and a statement of purpose. International students must provide proof of English proficiency (TOEFL or IELTS). The GRE is not required for admission to this program.",,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Agricultural and Life Sciences,"$27,028/Year","$13,514/Semester",,,,,,,"The Department of Animal and Dairy Sciences offers graduate programs leading to the Master of Science and Doctor of Philosophy degrees in Animal and Dairy Sciences. The department’s programs are designed to provide students with advanced training in the various disciplines of animal and dairy sciences. Program strengths include nutrition, physiology, genetics, management, and animal welfare. Research focuses on a wide range of animal species including dairy cattle, beef cattle, swine, poultry, and laboratory animals. Students may choose to pursue a degree in Animal and Dairy Sciences or in one of the campus-wide interdisciplinary programs in which departmental faculty participate: the Endocrinology–Reproductive Physiology Program, the Interdisciplinary Graduate Program in Nutritional Sciences, the Integrated Program in Biochemistry, the Cellular and Molecular Biology Program, and the Genetics Training Program.",,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,,"$1,603.05",True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,92.0,,,,,,,,,,,Full tuition waiver,100%,"Research Assistantships, Teaching Assistantships, Project Assistantships, Fellowships",,,,,,,
