Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Required,Required,"To be considered for admission to the Master of Arts in Applied Anthropology degree program, prospective students must have a bachelor’s degree in Anthropology or a related field (e.g., Sociology, Geography, History, Political Science, Philosophy, Religious Studies, Women’s and Gender Studies, Environmental Studies). Applicants with a bachelor’s degree in a non-related field may be considered for admission if their undergraduate training or professional experience has provided appropriate background. Students who are admitted but lack sufficient background in anthropology may be required to complete preparatory coursework. Application to the MA in Applied Anthropology program is a two-part process requiring applicants to apply to both the Toulouse Graduate School and the Department of Anthropology. You must provide the following materials to the Toulouse Graduate School: An official transcript from each college or university you have attended. Official GRE scores (verbal, quantitative, analytical writing). You must provide the following materials to the Department of Anthropology: A current curriculum vita (CV) or resume. A Statement of Purpose that explains your academic and research background, your interest in the MA in Applied Anthropology program at UNT, and your career goals, as well as an identification of one or more faculty members with whom you would like to work and why (approximately 1,000 words). A writing sample (e.g., a paper or thesis from an undergraduate course). Three letters of recommendation. For international applicants whose native language is not English, a minimum TOEFL score of 79 (internet-based), IELTS score of 6.0, or PTE score of 53 is required. The departmental recommendation is a minimum TOEFL score of 90 (internet-based).",Required,False,False,True,False,False,False,,,program,Master of Arts in Applied Anthropology,https://tgs.unt.edu/future-students/graduate-programs.html,
Required,Required,"In addition to the requirements of the Toulouse Graduate School, applicants for the MA in Art Education must meet the following program requirements:
* A strong interest in art education.
* Minimum 3.0 cumulative GPA in undergraduate work.
* Resume or CV
* Statement of purpose explaining your interest in art education and professional goals.
* Two letters of recommendation, with at least one from a university faculty member.
* Writing sample of an academic paper completed during undergraduate or previous graduate work (5-10 pages).
* Portfolio of 10-15 images of recent artwork. Include a list of images (title, medium, dimensions, date). Applicants will upload their writing sample and portfolio to their personal Slideroom account, accessed through the application.
* Official GRE scores are not required for admission.
* International applicants must fulfill requirements of the Toulouse Graduate School regarding English proficiency.",Required,True,False,True,False,False,False,,,program,Master of Arts in Art Education,https://tgs.unt.edu/future-students/graduate-programs.html,
Required,Required,"In addition to the general admission requirements of the Toulouse Graduate School, applicants to the MA in Art History must meet the following departmental requirements:
1. An undergraduate major in art history or 18 semester hours of advanced courses in art history that are approved by the department.
2. A minimum undergraduate GPA of 3.0.
3. Three letters of recommendation submitted directly to the Graduate School.
4. A statement of purpose (1,000 words maximum) outlining the student’s interests in art history and reasons for pursuing graduate study.
5. A writing sample (8-10 pages) that demonstrates the student’s ability to write critically and clearly about art history. This should be an essay written for an advanced undergraduate art history course.
6. A CV or resume.
7. Official transcripts from all universities and colleges attended.
8. GRE scores are NOT required for admission to the MA program in Art History.",Required,True,False,,False,False,False,,,program,Master of Arts in Art History,https://catalog.unt.edu/preview_entity.php?catoid=36&ent_oid=3708&returnto=4051,
Required,Required,"Admission to the M.A. program is competitive. Successful applicants generally have an undergraduate GPA of 3.0 or better and a combined Verbal and Quantitative score of 300 or better on the Graduate Record Examinations (GRE). The analytical writing score from the GRE is also taken into consideration. To apply for the M.A. in Communication Studies, you must submit the following: A completed application for graduate admission. Official transcripts of all college-level work. Official GRE scores (Verbal, Quantitative, and Analytical Writing). A statement of purpose (1,000 words max) that explains your interest in the MA program in Communication Studies at UNT, your research interests, and your professional goals. A current resume or CV. A writing sample (e.g., a scholarly paper, a research paper, a chapter from an undergraduate thesis, etc.) that demonstrates your ability to write clearly and persuasively. For additional information, see the Communication Studies Graduate Catalog.",Required,False,False,,False,False,False,,,program,Master of Arts in Communication Studies,https://tgs.unt.edu/future-students/graduate-programs.html,
Required,Required,"To be considered for admission to the MA in Creative Writing, applicants must meet the following requirements in addition to the general requirements for admission to the Toulouse Graduate School: Bachelor’s degree from an accredited institution. A minimum 3.0 grade point average on the last 60 hours of undergraduate work and in any previous graduate work. Satisfactory scores on the Graduate Record Examination (GRE). Statement of Purpose that explains the applicant's reasons for wishing to pursue graduate study in Creative Writing, outlining previous experience in the field and discussing literary influences. Resume (or curriculum vitae) listing academic and professional achievements. Writing Sample of 15-25 pages of original fiction, poetry or creative nonfiction. Applicants must identify the genre of the writing sample. Three letters of recommendation from former professors or professionals who can attest to the applicant's academic abilities and/or professional aptitudes.",Required,False,False,,False,False,False,,,program,Master of Arts in Creative Writing,https://tgs.unt.edu/future-students/graduate-programs.html,
,Required,"To be considered for admission to the MA in English program, an applicant must satisfy the general requirements for admission to the Toulouse Graduate School, hold a bachelor’s degree with an undergraduate major in English, or at least 18 hours of upper-division English credit, including a minimum of three hours in American literature, three hours in British literature, and three hours in advanced writing. Applicants are also required to submit a personal statement (300-500 words) and a critical writing sample (8-10 pages) demonstrating their ability to formulate and support an argument about literary texts. Applicants must also provide three letters of recommendation from faculty members familiar with their academic work.",Required,True,False,,False,False,False,,,program,Master of Arts in English,https://tgs.unt.edu/future-students/graduate-programs.html,
Optional,Required,"Applicants must meet the general admission requirements for the Graduate School and the following program requirements: One official transcript of all college work. A minimum undergraduate GPA of 3.0 (on a 4.0 scale) in the last 60 hours of undergraduate work and/or a 3.5 GPA on all graduate work. GRE revised General Test required. A minimum score of 153 on the verbal portion, 144 on the quantitative portion, and 4.0 on the analytical writing portion is recommended. A statement of purpose (1,000 words, double-spaced) describing your previous academic and/or professional training, the areas of history you propose to study at UNT, and your future career goals. A writing sample (8-15 pages, double-spaced) demonstrating your ability to conduct research and write a scholarly paper. Three letters of recommendation from former professors who are familiar with your academic work. Resume/CV (optional).",Required,False,False,True,False,False,False,,,program,Master of Arts in History,https://tgs.unt.edu/future-students/graduate-programs.html,
,,A formal application to The Graduate School and the Department of Interdisciplinary Studies. Applicants must meet the general requirements for admission to The Graduate School. GRE is required.,,False,False,,False,False,False,,,program,Master of Arts in Interdisciplinary Studies,https://tgs.unt.edu/future-students/graduate-programs.html,
Required,Required,Official transcripts of all undergraduate and graduate coursework. Graduate Record Examinations (GRE) general test is required. Statement of Purpose. Two letters of recommendation. Resume.,Not Required,False,False,,False,False,False,,,program,Master of Arts in Interdisciplinary Studies with a concentration in Applied Gerontology,https://tgs.unt.edu/future-students/graduate-programs.html,
Required,Required,"Completion of a bachelor's degree. A strong academic record, typically a GPA of 3.0 or higher. Two letters of recommendation from individuals familiar with the applicant's academic abilities and/or professional experience. A statement of purpose (approximately 500-750 words) that addresses: Why you are interested in the MAIS program and the Digital Social Science concentration specifically; How your academic and professional background has prepared you for this interdisciplinary program; Your research interests and career goals, and how this program aligns with them. A curriculum vitae or resume. GRE scores are NOT required.",,True,False,True,False,False,False,,,program,Master of Arts in Interdisciplinary Studies with a concentration in Digital Social Science,https://tgs.unt.edu/future-students/graduate-programs.html,
